register_id,variable_name,description_dk,start_year,end_year,variable_times_url,variable_hkd_url
RAS,ARBRANCE,Årets branche (AKM),1980,1989,NA,NA
RAS,ARBSTIL,Arbejdsstilling,1980,1993,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/ARBSTIL,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Befolkningens-tilknytning-til-arbejdsmarkedet--RAS-/ARBSTIL
RAS,ARBSTOPL,Metode til arbejdsstedsplacering,2006,2007,NA,NA
RAS,ARB_BEL_KOM_KODE,Arbejdsstedskommune,1980,2018,NA,NA
RAS,ARB_DST_ADGANGSADRESSE,Arbejdsstedsadressen ultimo november,1980,2018,NA,NA
RAS,ARB_DST_ADGANGSADRESSE_ID,Ingen label,2016,2018,NA,NA
RAS,ARB_DST_ENHEDSADRESSE,Arbejdsstedsadressen ultimo november,2008,2018,NA,NA
RAS,ARB_DST_ENHEDSADRESSE_ID,Ingen label,2016,2018,NA,NA
RAS,ARB_HOVED_BRA_DB07,Branchekode,2000,2018,NA,NA
RAS,ARB_SEKTORKODE,Sektorkode for arbejdsstedet,2008,2018,NA,NA
RAS,ARDSEJER,Åprets ejerkode (AKM),1980,1989,NA,NA
RAS,ARSOCIO,Årets socio (AKM),1980,1989,NA,NA
RAS,ATP_BELOEB,ATP-beløb i året,1990,2018,NA,NA
RAS,ATP_BIDRAG_SATS_KODE,Sats for ATP-beløbet,1996,2018,NA,NA
RAS,BOPAEL_ADGANGSADRESSE,Bopælsadressen ultimo november,1980,2018,NA,NA
RAS,BOPAEL_ADRESSE_ID,Ingen label,2016,2018,NA,NA
RAS,BOPAEL_ENHEDSADRESSE,Bopælsadressen ultimo november,1980,2018,NA,NA
RAS,BOPAEL_KOM_KODE,Kommunekode for bopælen,1980,2018,NA,NA
RAS,BRANCHE_77,Dansk branchekode 1977 til 1993 (AKM),1980,1992,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/BRANCHE-77,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/BRANCHE-77
RAS,BRANCHE_KODE,Branchekode for arbejdesstedet,1992,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/BRANCHE-KODE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Beskaeftigede-personer--RAS-/BRANCHE-KODE
RAS,BREDT_LOENBELOEB,Bredt lønbeløb,2008,2018,NA,NA
RAS,BREDT_LOENBELOEB_EBS,Bredt lønbeløb i erhvervsbeskæfigelsen,2008,2018,NA,NA
RAS,CPRTJEK,CPR-tjek,2008,2018,NA,NA
RAS,CPRTYPE,CPR-type,2008,2018,NA,NA
RAS,CVRNR,CVR-nummer,2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Forskningsservice/CVRNR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Firmastatistik/CVRNR
RAS,DISCO_KODE,Disco kode for lønmodtagere,2008,2018,NA,NA
RAS,DISCO_MATCHPRIO_KODE,Kode der angiver kvaliteten af discokoden,2008,2018,NA,NA
RAS,DISCO_RAS_KODE,Arbejdsfunktion for lønmodtagere,1994,2007,NA,NA
RAS,DSEJER,Primære ejerkode,1980,1989,NA,NA
RAS,DSKOD,Arbejdsstedskode,1980,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/DSKOD,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Beskaeftigelsesoplysninger-fra-det-centrale-oplysningsseddelregister/DSKOD
RAS,EJANSNOV,Ej ansat ultimo november,2006,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/EJANSNOV,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Beskaeftigelsesoplysninger-fra-det-centrale-oplysningsseddelregister/EJANSNOV
RAS,FIKTIV_ARB_KODE,Fiktivt arbejdssted,2008,2018,NA,NA
RAS,FORANST_RAS,Arbejdsmarkedspolitisk foranstaltning,1994,2007,NA,NA
RAS,FORSKAT_RAS,Forsikringskategori i akassen,1980,2007,NA,NA
RAS,FRAVAER_BESK_KODE,Midlertidigt fraværende fra beskæftigelse,2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/FRAVAER-BESK-KODE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Beskaeftigede-personer--RAS-/FRAVAER-BESK-KODE
RAS,FUNKTION_KODE,Funktionskode,1994,2007,NA,NA
RAS,GRADAT1,Årsledighed,1980,2005,NA,NA
RAS,GRADAT2,Årsledighed næste år,1990,2005,NA,NA
RAS,HELARKOD,Helårskode,2006,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/HELARKOD,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Beskaeftigelsesoplysninger-fra-det-centrale-oplysningsseddelregister/HELARKOD
RAS,HELTID_32_KODE,Heltid eller deltidsbeskæftiget,2008,2018,NA,NA
RAS,HELTID_DELTID_KODE,heltid eller deltid (arbejdsomfang/potentielt arbejdsomfang),1980,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/RAS/Statens-arkiver-2007/HELTID-DELTID-KODE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Beskaeftigede-personer--RAS-/HELTID-DELTID-KODE
RAS,IE_TYPE,"Indvandrere, efterkommere , personer med dansk oprindelse",2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/cpr-oplysninger/ie-type,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Udlaendinge/IE-TYPE
RAS,I_BEFOLKNINGEN_KODE,I befolkningen på referencetidspunktet,2008,2018,NA,NA
RAS,JUR_BAGATEL_AAR,Over/under bagatelgrænsen,2008,2018,NA,NA
RAS,KOEN,Køn,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/forebyggelsesregistret/koen,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/KOEN
RAS,LOENBLB,Arbejdsmarkedsbidragspligtig løn,1990,2007,NA,NA
RAS,LOENTIMER,Løntimer,2008,2018,NA,NA
RAS,NOVPRIO,Novemberprioritering,1990,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/NOVPRIO,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Befolkningens-tilknytning-til-arbejdsmarkedet--RAS-/NOVPRIO
RAS,NOV_TILSTAND_GRAD,Tilstandsgrad i november,2008,2018,NA,NA
RAS,NYARB,Ny arbejdsstilling,1994,1995,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/NYARB,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Befolkningens-tilknytning-til-arbejdsmarkedet--RAS-/NYARB
RAS,NYSTIL,Ny stillingskode,1980,1989,NA,NA
RAS,OK_NR,Økonomisk enheds-nummer,2008,2018,NA,NA
RAS,OPR_LAND,Oprindelsesland,2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/cpr-oplysninger/opr-land,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Udlaendinge/OPR-LAND
RAS,ORLOV_BESK_RAS,Orlov fra beskæftigelse,1994,2007,NA,NA
RAS,PARBOPL,Primær arbejds oplysning,1980,1989,NA,NA
RAS,PENSMARK,Pensionsmarkering,1980,1989,NA,NA
RAS,PNR,Personnummer,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Forskningsservice/PNR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/PNR
RAS,PRIMAER_STATUS_KODE,Kode for primær tilknytning til arbejdsmarkedet,2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/PRIMAER-STATUS-KODE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Befolkningens-tilknytning-til-arbejdsmarkedet--RAS-/PRIMAER-STATUS-KODE
RAS,RASDSEJER3,DSejer3,1990,2003,NA,NA
RAS,SAADRKOD,SEKUNDÆR ARBEJDSSTEDSADRESSE,1980,1989,NA,NA
RAS,SADRKVAL,SEKUNDÆR ARBEJDSSTEDSADRESSE KVALITET,1980,1989,NA,NA
RAS,SAKOM,SEKUNDÆR ARBEJDSSTEDSKOMMUNE,1980,1989,NA,NA
RAS,SARBGNR9,SEKUNDÆR ARBEJDSGIVERNUMMER,1980,1989,NA,NA
RAS,SARBSTIL,SEKUNDÆR ARBEJDSTILLING,1980,1989,NA,NA
RAS,SAROPL,SEKUNDÆR ARBEJDS OPLYSNINGER,1980,1989,NA,NA
RAS,SBRKVAL,SEKUNDÆR BRANCHE KVALITET,1980,1989,NA,NA
RAS,SDSEJER,SEKUNDÆR EJERKODE,1980,1989,NA,NA
RAS,SDSKOD,SEKUNDÆR ARBEJDSSTEDSKODE,1980,1989,NA,NA
RAS,SENR,SENR,2006,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/SENR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Loenoplysninger-fra-det-centrale-oplysningsseddelregister/SENR
RAS,SFORMAL,SEKUNDÆR FORMÅL,1980,1989,NA,NA
RAS,SISIC,SEKUNDÆR BRANCHE (ISIC),1980,1989,NA,NA
RAS,SKIFT,PRIMÆRE SKIFT,1980,1989,NA,NA
RAS,SKPLINDK,Skattepligtig indkomst,1980,1989,NA,NA
RAS,SMALT_LOENBELOEB,Smalt lønbeløb,2008,2018,NA,NA
RAS,SOCSTIL_KODE,Socioøkonomisk status,1996,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/SOCSTIL-KODE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Befolkningens-tilknytning-til-arbejdsmarkedet--RAS-/SOCSTIL-KODE
RAS,SOC_STATUS_KODE,Socioøkonomisk status,2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/SOC-STATUS-KODE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Befolkningens-tilknytning-til-arbejdsmarkedet--RAS-/SOC-STATUS-KODE
RAS,SOMF,SEKUNDÆR OMF,1980,1989,NA,NA
RAS,STOETTE_BESK,Støttet beskæftigelse,1994,2007,NA,NA
RAS,STOETTE_BESK_KODE,Støttet beskæftigelse,2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/STOETTE-BESK-KODE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Beskaeftigede-personer--RAS-/STOETTE-BESK-KODE
RAS,TILSTAND_GRAD_AAR_AMR,Tilstandsgrad i året,2008,2018,NA,NA
RAS,TILSTAND_GRAD_AAR_EX_FRAVAER,Tilstandsgrad i året for lønmodtagerjob hvor fravær er ekskluderet,2008,2015,NA,NA
RAS,TILSTAND_KODE_AMR,Tilstandskode i AMR,2008,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/TILSTAND-KODE-AMR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Befolkningens-tilknytning-til-arbejdsmarkedet--RAS-/TILSTAND-KODE-AMR
RAS,VERSION,Moduldata version,2008,2018,NA,NA
RAS,AFSTAND,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/AFSTAND,NA
RAS,ALDER_AMR,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/ALDER-AMR,NA
RAS,ARB_BEL_KOM_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/ARB-BEL-KOM-KODE,NA
RAS,ARB_HOVED_BRA_DB07,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/ARB-HOVED-BRA-DB07,NA
RAS,ARB_SEKTORKODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/ARB-SEKTORKODE,NA
RAS,ATP_BELOEB,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/ATP-BELOEB,NA
RAS,ATP_BIDRAG_SATS_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/ATP-BIDRAG-SATS-KODE,NA
RAS,BOPAEL_KOM_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/BOPAEL-KOM-KODE,NA
RAS,BREDT_LOENBELOEB,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/BREDT-LOENBELOEB,NA
RAS,BREDT_LOENBELOEB_EBS,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/BREDT-LOENBELOEB-EBS,NA
RAS,CPRTJEK,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/forskningsservice/cprtjek,NA
RAS,CPRTYPE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/forskningsservice/cprtype,NA
RAS,DISCO_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/DISCO-KODE,NA
RAS,DISCO_MATCHPRIO_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/DISCO-MATCHPRIO-KODE,NA
RAS,DISCO_RAS_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/DISCO-RAS-KODE,NA
RAS,FIKTIV_ARB_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/FIKTIV-ARB-KODE,NA
RAS,FUNKTION_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/FUNKTION-KODE,NA
RAS,HELTID_32_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/HELTID-32-KODE,NA
RAS,I_BEFOLKNINGEN_KODE,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/I-BEFOLKNINGEN-KODE,NA
RAS,JUR_BAGATEL_AAR,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/JUR-BAGATEL-AAR,NA
RAS,LOENBLB,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/LOENBLB,NA
RAS,NOV_TILSTAND_GRAD,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/NOV-TILSTAND-GRAD,NA
RAS,OK_NR,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Forskningsservice/OK-NR,NA
RAS,SMALT_LOENBELOEB,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/SMALT-LOENBELOEB,NA
RAS,STOETTE_BESK,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/STOETTE-BESK,NA
RAS,TILSTAND_GRAD_AAR_AMR,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/TILSTAND-GRAD-AAR-AMR,NA
RAS,TILSTAND_GRAD_AAR_EX_FRAVAER,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/TILSTAND-GRAD-AAR-EX-FRAVAER,NA
RAS,VERSION,NA,NA,NA,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-faelles-variable/VERSION,NA
SHSS,BELE,Beløb efterløn,1984,2007,NA,NA
SHSS,BEL_AF,Udbetalt beløb ved aktivering,1995,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-AF
SHSS,BEL_AK,Kontanthjælp under aktivering,2006,2007,NA,NA
SHSS,BEL_AK1,Årlig udbetaling til aktivering af unge under 25 år,1994,2005,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-AK1
SHSS,BEL_AK2,Årligt udbetalt kontanthjælp til aktiverede under 25 år.,1994,2005,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-AK2
SHSS,BEL_AK3,Årlig udbetaling til aktivering af personer over 25 år (kommunal aktivering),1994,2005,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-AK3
SHSS,BEL_AK4,Årlig udbetaling til igangsætningsydelse (kommunal aktivering),1994,2000,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-AK4
SHSS,BEL_AK5,Årlig udbetaling til aktivering af flygtninge (kommunal aktivering),1994,2000,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-AK5
SHSS,BEL_ALD,Årligt udbetalt beløb på folkepension.,1984,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-ALD
SHSS,BEL_ARB,Årligt udbetalte arbejdsløshedsdagpenge,1984,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-ARB
SHSS,BEL_BAR,Årligt udbetalte fødsels-/barselsdagpenge,1984,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-BAR
SHSS,BEL_F,Årligt udbetalt beløb på førtidspension.,1984,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-F
SHSS,BEL_K194,Årligt udbetalt hjælp til underhold til forsørgere.,1994,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-K194
SHSS,BEL_K294,Årligt udbetalt hjælp til underhold til ikke-forsørgere.,1994,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-K294
SHSS,BEL_K394,Årligt udbetalt hjælp til underhold til flygtninge,1994,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-K394
SHSS,BEL_K494,Årlig udbetalt beløb vedr. supplerende ydelser alene,1994,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-K494
SHSS,BEL_K598,Årligt udbetalt beløb vedr. kontanthjælpspension,1998,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-K598
SHSS,BEL_K699,Årligt udbetalt beløb vedr. introduktionsydelse,1999,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-K699
SHSS,BEL_KON1,Årligt udbetalt beløb vedr. underhold indtil 9 mdr.,1984,1993,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-KON1
SHSS,BEL_KON2,Årligt udbetalt beløb vedr. underhold efter 9 mdr.,1984,1993,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-KON2
SHSS,BEL_KON3,Årligt udbetalt beløb vedr. anden kontanthjælp,1984,1993,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-KON3
SHSS,BEL_LYD,Årligt udbetalt ledighedsydelse,2001,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-LYD
SHSS,BEL_ORL,Årligt udbetalt beløb på orlovsydelse,1995,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-ORL
SHSS,BEL_REV_FLY,Beløb uddannelse (Flygtninge),1999,2007,NA,NA
SHSS,BEL_REV_IF,Beløb uddannelse (Ikke flygtninge),1984,2007,NA,NA
SHSS,BEL_SYG,Årligt udbetalt beløb på sygedagpenge,1984,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-SYG
SHSS,BEL_T,Årlig udbetaling af tjenestemandspension.,1984,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-T
SHSS,BEL_UFR,Årligt udbetalt beløb ved forrevalidering,1999,2007,NA,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Sammenhaengende-socialstatistik/BEL-UFR
SHSS,PNR,Personnummer,1984,2007,https://www.dst.dk/da/Statistik/dokumentation/Times/Forskningsservice/PNR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/PNR
SHSS,SL_ART_AF,Slutydelse for AF-aktivering.,1995,2007,NA,NA
SHSS,SL_ART_AF_A,Slutydelse for anden af-aktivering,2002,2007,NA,NA
SHSS,SL_ART_AF_B,Slutydelse for AF-beskæftigelse,1995,2007,NA,NA
SHSS,SL_ART_AF_F,Slutydelse for AF-forsøg,1995,2007,NA,NA
SHSS,SL_ART_AF_U,Slutydelse for AF-uddannelse,1995,2007,NA,NA
SHSS,SL_ART_AKT,Slutydelse på aktivering,1994,2007,NA,NA
SHSS,SL_ART_ARB,Slutydelse på arbejdsløshedsdagpenge,1984,2007,NA,NA
SHSS,SL_ART_BAR,Slutydelse på barselsdagpenge,2001,2007,NA,NA
SHSS,SL_ART_FEL,Slutydelse i fællesreg.,1984,2007,NA,NA
SHSS,SL_ART_FEL_X,Slutydelse i fællesreg. excl. tjenest.,2001,2007,NA,NA
SHSS,SL_ART_KON,Slutydelse på Hjælp til underhold,1984,2007,NA,NA
SHSS,SL_ART_LYD,Slutart for ledighedsydelse,2001,2007,NA,NA
SHSS,SL_ART_ORL,Slutydelse for orlov,1995,2007,NA,NA
SHSS,SL_ART_REV,Slutydelse på Uddannelse/Revalidering,1999,2007,NA,NA
SHSS,SL_ART_SYG,Slutydelse på sygedagpenge,1984,2007,NA,NA
SHSS,SL_ART_V,Slutydelse på pensioner,1984,2007,NA,NA
SHSS,SL_ART_VX,Slutyd på pens excl. Tjenestemandspension,2001,2007,NA,NA
SHSS,SL_MD_FEL,Slutmåned i fællesreg.,1984,2007,NA,NA
SHSS,SL_MD_FEL_X,Slutmåned i fællesreg. excl. tjenest.,2001,2007,NA,NA
SHSS,SL_MRKM,Slutmarkering midlertig hjælp,1984,2007,NA,NA
SHSS,STAT_FOER,Status før foranstaltning,1995,2006,NA,NA
SHSS,STAT_FOER_AFA,Status før foranstaltning AF-akt.,1995,2006,NA,NA
SHSS,ST_ART_AF,Startydelse for AF-aktivering.,1995,2007,NA,NA
SHSS,ST_ART_AF_A,Startydelse for anden af-aktivering,2002,2007,NA,NA
SHSS,ST_ART_AF_B,Startydelse for AF-beskæftigelse,1995,2007,NA,NA
SHSS,ST_ART_AF_F,Startydelse for AF-forsøg,1995,2007,NA,NA
SHSS,ST_ART_AF_U,Startydelse for AF-uddannelse,1995,2007,NA,NA
SHSS,ST_ART_AKT,Startydelse på aktivering,1994,2007,NA,NA
SHSS,ST_ART_ARB,Startydelse på arbejdsløshedsdagp.,1984,2007,NA,NA
SHSS,ST_ART_BAR,Startydelse på barselsdagpenge,2001,2007,NA,NA
SHSS,ST_ART_FEL,Startydelse i fællesreg.,1984,2007,NA,NA
SHSS,ST_ART_FEL_X,Startydelse i fællesreg. excl. tjenest.,2001,2007,NA,NA
SHSS,ST_ART_KON,Startydelse på Hjælp til underhold,1984,2007,NA,NA
SHSS,ST_ART_LYD,Startart for ledighedsydelse,2001,2007,NA,NA
SHSS,ST_ART_ORL,Startydelse for orlov,1995,2007,NA,NA
SHSS,ST_ART_REV,Startydelse på Uddannelse/Revalidering,1999,2007,NA,NA
SHSS,ST_ART_SYG,Startydelse på sygedagpenge,1984,2007,NA,NA
SHSS,ST_ART_V,Startydelse på pensioner,1984,2007,NA,NA
SHSS,ST_ART_VX,Startyd på pens excl. Tjenestemandspens,2001,2007,NA,NA
SHSS,ST_MD_FEL,Startmåned i fællesreg.,1984,2007,NA,NA
SHSS,ST_MD_FEL_X,Startmåned i fællesreg. excl. tjenest.,2001,2007,NA,NA
SHSS,ST_MRKM,Startmarkering midlertidig hjælp,1984,2007,NA,NA
SHSS,TDOMYD,Dominerende ydelse året før,1991,2007,NA,NA
SHSS,VARMMA1,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA10,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA11,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA12,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA2,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA3,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA4,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA5,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA6,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA7,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA8,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMA9,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,1984,2007,NA,NA
SHSS,VARMMAF1,Md.fordelt varighed AF-aktivering. Brutto.,1995,2007,NA,NA
SHSS,VARMMAF10,Md.fordelt varighed AF-aktivering. Brutto.,1995,2007,NA,NA
