rowid,name,value,name_english,value_english
311,variablebeskrivelse,Dato for procedurens påbegyndelse.,variable description,Date of commencement of the procedure. 
312,variablebeskrivelse,Dato for procedurens udførelse,variable description,Date of execution of the procedure 
313,variablebeskrivelse,Dato for rekvirentens angivelse af svar senest,variable description,Date of the applicant's indication of reply no later than 
314,variablebeskrivelse,Dato for rekvirering,variable description,Date of requisition 
315,variablebeskrivelse,Dato for supplerende svar,variable description,Date of supplementary answer 
316,variablebeskrivelse,Dato for vedkommendes død.,variable description,Date of the person's death. 
317,variablebeskrivelse,Dato og tid for opdatering af oplysninger i Patologiregisteret.,variable description,Date and time for updating information in the Pathology Register. 
318,variablebeskrivelse,Datoen for operationens påbegyndelse.,variable description,Date of commencement of the operation. 
319,variablebeskrivelse,Datoen patienten er fraflyttet en kommune Kun gældende i takstsystem 2005 og 2006,variable description,Date the patient has moved from a municipality Only valid in tariff system 2005 and 2006 
320,variablebeskrivelse,Datoen patienten er tilflyttet en kommune Kun gældende i takstsystem 2005 og 2006,variable description,Date the patient has moved to a municipality Only valid in tariff system 2005 and 2006 
321,variablebeskrivelse,"De nye kommuner efter strukturreformen opgjort på baggrund af de gamle kommuner før strukturreformen. Variablen er dannet ud fra de gamle kommuner, og hvorledes de blev sammenlagt til de nye kommuner. Kun gældende for takstsystem 2005 og 2006",variable description,The new municipalities after the structural reform calculated on the basis of the old municipalities before the structural reform. The variable is formed on the basis of the old municipalities and how they were merged into the new municipalities. Only valid for tariff systems 2005 and 2006 
322,variablebeskrivelse,Den afdødes bopæls amt.,variable description,County of the deceased's residence. 
323,variablebeskrivelse,"Den aktuelle undersøgelses prioritetAlle undersøgelser tildeles en af følgende prioriteter: HasteUndersøgelser i forbindelse med akut behandlings-krævende eller livstruende tilstandPakkeforløbUndersøgelser, der er en del af et pakkeforløb fx kræftpakkeforløbRutineUndersøgelser andre end haste- og pakkeforløb, der behandles i nummerrækkefølge",variable description,Priority of the current examination All examinations are assigned one of the following priorities: Urgent Examinations in connection with acute treatment-demanding or life-threatening condition 
324,variablebeskrivelse,Den ansvarlige for registrering på stamafdelingen.,variable description,The person responsible for registration in the main department. 
325,variablebeskrivelse,Den beregnede nye kommunekode ud fra de gamle kommuner Kun gældende for takstsystem 2005 og 2006,variable description,The calculated new municipal code based on the old municipalities Only valid for tariff system 2005 and 2006 
326,variablebeskrivelse,"Den gennemsnitlige liggetid for DRG-gruppen, som anført i Takstvejledningen",variable description,"The average length of stay for the DRG group, as stated in the Tariff Guide "
327,variablebeskrivelse,Den instans anden end sygehusafdeling hvor undersøgelsen udføresYdernummer for privatpraktiserende patolog ifølge Sygesikringens fortegnelse.Hvis undersøgende instans er tandlægeskole eller universitetsinstitut anføres særlig tildelt nummer fra Statens Serum Institut,variable description,The body other than the hospital ward where the examination is performed External number for privately practicing pathologist according to the Health Insurance list. If the examining body is a dental school or university institute state a specially assigned number from the Statens Serum Institut 
328,variablebeskrivelse,Den kommunale medfinansiering af patienten. Variablen sættes på baggrund af variablen v_totpris (for stationære patienter) eller variablen v_pris (for ambulante patienter) og de gældende opgørelser af den kommunale medfinansiering.Prisen angives i 1.000 kr.,variable description,The municipal co-financing of the patient. The variable is set on the basis of the variable v_totpris (for inpatient patients) or the variable v_pris (for outpatients) and the current statements of the municipal co-financing. The price is stated in DKK 10
329,variablebeskrivelse,"Den læge, der afholder ligsyn skal oplyse, hvorvidt vedkommende er afdødes egen læge, vagtlæge, sygehuslæge, hospicelæge eller embedslæge.",variable description,"The doctor who conducts the autopsy must state whether the person in question is the deceased's own doctor, doctor on duty, hospital doctor, hospice doctor or official doctor. "
330,variablebeskrivelse,Den producerende sygehusafdelings SKSkode,variable description,SKS code of the producing hospital ward 
331,variablebeskrivelse,Den samlede pris baseret på diagnoser fra LPR. Består af summen af priserne fra v_lpr_pris og v_lpr_genoppris. Prisen er angivet i 1.000 kr. Benyttes ikke.,variable description,The total price based on diagnoses from LPR. Consists of the sum of the prices from v_lpr_pris and v_lpr_genoppris. The price is stated in DKK 1000. Not used. 
332,variablebeskrivelse,Den samlede takst for ambulante patienter inklusiv genoptræningstakst. Beregnes som V_PRIS_GENOP=V_PRIS+V_GENOPPRIS. Angivet i 1.000 kr.,variable description,The total rate for outpatients including rehabilitation rate. Calculated as V_PRIS_GENOP = V_PRIS + V_GENOPPRIS. Stated in DKK 10
333,variablebeskrivelse,"Den samlede takst inklusiv genoptræningstaksten. Summen af DRG-taksten, langliggertaksten og genoptræningstaksten. Prisen ligger kun på sygehusudskrivningen, uanset om genoptræningsydelsen ligger på en afdelingsudskrivning. Angivet i 1.000 kr.",variable description,"The total rate including the rehabilitation rate. The sum of the DRG rate, the long-term rate and the rehabilitation rate. The price is only on the hospital discharge, regardless of whether the rehabilitation benefit is on a ward discharge. Indicated in DKK 1,000 "
334,variablebeskrivelse,Den samlede takst. Består af DRG-taksten samt værdien af langliggerdage. Gælder kun for sygehusudskrivninger.Angivet i 1.000 kr.,variable description,The total tariff. Consists of the DRG tariff as well as the value of long-stay days. Applies only to hospital discharges. Indicated in DKK 10
335,variablebeskrivelse,"Den sygehusafdeling eller almen-/speciallægepraksis, der har ansvaret for patientens behandlingFor sygehusafdeling1-4. position i koden angiver sygehuset, der er patientens stamsygehus5-6. position angiver stamafdelingen7. position angiver stamafsnittet, svarende til “subspeciale , ambulatorium, sengeafsnit, skadestue og lign.For almen- og speciallægepraksis: Ydernummer ifølge Sygesikringens fortegnelse",variable description,"The hospital department or general / specialist practice that is responsible for the patient's treatmentFor hospital department 1-4. Position in the code indicates the hospital, which is the patient's general hospital5-6. , bed section, emergency room and the like. For general and specialist practice: Outer number according to the National Insurance's list "
336,variablebeskrivelse,"Den sygehusafdeling, der rekvirerer den patologisk-anatomiske undersøgelse.",variable description,The hospital department requesting the pathological-anatomical examination. 
337,variablebeskrivelse,Den sygehuspatologiafdeling eller den privatpraktiserende patolog hvor undersøgelsen udføres,variable description,The hospital pathology department or the privately practicing pathologist where the examination is performed 
338,variablebeskrivelse,Den sygehuspatologiafdeling hvor undersøgelsen udføres,variable description,The hospital pathology department where the examination is performed 
339,variablebeskrivelse,"Den tilgrundliggende dødsårsag (TD) er den sygdom, tilstand eller hændelse, der starter og er en forudsætning for den uafvendelige videre rækkefølge af tilstande, der fører til døden. Dette generelle princip er fælles for naturlig og ikke-naturlig død, hvorimod kodeanvendelsen er forskellig. Generelt kan TD identificeres ved at gå tilbage i årsagskæden fra den umiddelbare dødsårsag. Den tilgrundliggende dødsårsag skal altid angives på dødsattesten. I Dødårsagsregisteret er den tilgrundliggende dødsårsag registreret for personer, der: •er døde i Danmark i perioden fra og med 1970 •havde dansk cpr-nummer •havde adresse i en dansk kommune på dødstidspunktet",variable description,"The underlying cause of death (TD) is the disease, condition or event that starts and is a prerequisite for the inevitable further sequence of conditions leading to death. This general principle is common to natural and non-natural death. In general, TD can be identified by going back in the causal chain from the immediate cause of death. The underlying cause of death must always be stated on the death certificate. In the Cause of Death Register, the underlying cause of death is registered for persons who: • died in Denmark in the period from and with 1970 • had a Danish civil registration number • had an address in a Danish municipality at the time of death "
340,variablebeskrivelse,Den tilgrundliggende dødsårsag angivet i en af i alt 14 diagnosegrupper.,variable description,The underlying cause of death stated in one of a total of 14 diagnostic groups. 
341,variablebeskrivelse,Den tilgrundliggende dødsårsag angivet i en af i alt 49 diagnosegrupper.De 49 diagnosegrupper kaldes også DK-listen .,variable description,The underlying cause of death stated in one of a total of 49 diagnosis groups. The 49 diagnosis groups are also called the DK list. 
342,variablebeskrivelse,"Den tilgrundliggende dødsårsag er den sygdom eller skade, der starter en sekvens af sygdomme eller begivenheder, der direkte fører til den umiddelbare dødsårsag – eller de omstændigheder omkring en ulykke eller vold, som forårsagede den dødelige skade.",variable description,The underlying cause of death is the illness or injury that initiates a sequence of illnesses or events that directly lead to the immediate cause of death - or the circumstances surrounding an accident or violence that caused the fatal injury. it is formed on the basis of the diagnoses from LPR. Determined by the DRG group. 
343,variablebeskrivelse,"Den tilgrundliggende dødsårsag placeret ind i A- og B-listen. A- og B-listen er opbygget af hhv. 24 overkategorier og 108 underkategorier. Kategorierne er beskrevet nedenfor.c_listeB indeholder underkategorierne (B-grupperne). For overkategorierne, se c_listeA.",variable description,"The underlying cause of death placed in the A and B list. The A and B list is made up of 24 subcategories and 108 subcategories, respectively. The categories are described below.c_listB contains the subcategories (the B groups). For the subcategories, see c_listA. "
344,variablebeskrivelse,"Den tilgrundliggende dødsårsag placeret ind i A- og B-listen. A- og B-listen er opbygget af hhv. 24 overkategorier og 108 underkategorier. Kategorierne er beskrevet nedenfor.C-listeA indeholder overkategorierne (A-grupperne). For underkategorierne, se c_listeB.",variable description,"The underlying cause of death placed in the A and B list. The A and B list is made up of 24 subcategories and 108 subcategories, respectively. The categories are described below. C-list A contains the subcategories (A-groups) For the subcategories, see c_listB. 970 is coded. numbers 971-998. For persons without residence or with unknown residence code 999 "
345,variablebeskrivelse,Den tilhørende MDC-gruppe baseret på diagnoserne. For de ambulante dannes den på baggrund af diagnoserne fra CSC. For de stationære dannes den på baggrund af diagnoserne fra LPR. Bestemmes ud fra DRG-gruppen.,variable description,The associated MDC group based on the diagnoses. For the outpatients it is formed on the basis of the diagnoses from CSC. For the inpatients it is formed on the basis of the diagnoses from LPR. Determined by the DRG group. 
346,variablebeskrivelse,"Den totale lønsumsafgift, dvs. summen af lønsumsafgiften for DAGS-gruppen og lønsumsafgiften for genoptræningsgruppen. Angivet i 1.000 kr.",variable description,"The total payroll tax, ie the sum of the payroll tax for the DAGS group and the payroll tax for the rehabilitation group. Indicated in DKK 1,000 "
347,variablebeskrivelse,Den undersøgte persons bopælskommuneDer anføres kode for bopælskommunen på rekvireringstidspunktet.For personer med fast bopæl i Grønland kodes et af numrene 901-961.For personer med fast bopæl på Færøerne kodes 970.For personer med fast bopæl i udlandet kodes et af numrene 971-998.For personer uden bopæl eller med ukendt bopæl kodes 999,variable description,The surveyed person's municipality of residenceThe code for the municipality of residence at the time of requisition is stated. For persons with permanent residence in Greenland one of the numbers 901-961 is coded. For persons with permanent residence in the Faroe Islands 970 is coded. numbers 971-998. For persons without residence or with unknown residence code 999 
348,variablebeskrivelse,"Det undersøgte materiales type Denne variabel angiver materialetypen inden for kategorierne histologi, cytologi og obduktion.Desuden anføres i samme variabel specielle undersøgelsestyper samt metoder til teknisk behandling af materiale.Materialetype er defineret således, at den kan bestemmes allerede ved modtagelsen",variable description,"Type of examined material This variable indicates the type of material within the categories histology, cytology and autopsy. In addition, special examination types as well as methods for technical treatment of material are specified in the same variable. Material type is defined so that it can be determined upon receipt "
349,variablebeskrivelse,Diagnose 1,variable description,Diagnosis 1 
350,variablebeskrivelse,Diagnose 10,variable description,Diagnosis 10 
351,variablebeskrivelse,Diagnose 11,variable description,Diagnosis 11 
352,variablebeskrivelse,Diagnose 12,variable description,Diagnosis 12 
353,variablebeskrivelse,Diagnose 13,variable description,Diagnosis 13 
354,variablebeskrivelse,Diagnose 14,variable description,Diagnosis 14 
355,variablebeskrivelse,Diagnose 15,variable description,Diagnosis 15 
356,variablebeskrivelse,Diagnose 16,variable description,Diagnosis 16 
357,variablebeskrivelse,Diagnose 17,variable description,Diagnosis 17 
358,variablebeskrivelse,Diagnose 18,variable description,Diagnosis 18 
359,variablebeskrivelse,Diagnose 19,variable description,Diagnosis 19 
360,variablebeskrivelse,Diagnose 2,variable description,Diagnosis 2 
361,variablebeskrivelse,Diagnose 20,variable description,Diagnosis 20 
362,variablebeskrivelse,Diagnose 3,variable description,Diagnosis 3 
363,variablebeskrivelse,Diagnose 4,variable description,Diagnosis 4 
364,variablebeskrivelse,Diagnose 5,variable description,Diagnosis 5 
365,variablebeskrivelse,Diagnose 6,variable description,Diagnosis 6 
366,variablebeskrivelse,Diagnose 7,variable description,Diagnosis 7 
367,variablebeskrivelse,Diagnose 8,variable description,Diagnosis 8 
368,variablebeskrivelse,Diagnose 9,variable description,Diagnosis 9 
369,variablebeskrivelse,"Diagnosemodifikation, f.eks. obs.pro. ej befundet eller sequelae.",variable description,"Diagnostic modification, eg obs.pro. Not found or sequelae. "
370,variablebeskrivelse,Diagnosens type.,variable description,Type of diagnosis. 
371,variablebeskrivelse,"Diagnoser 1-19 til første gennemløb af den ambulante gruppering. Det vil sige grupperingen på baggrund af diagnoser fra LPR og ikke CSC (Sundhedsdatabanken). Stammer fra LPR-tabellen t_diag. Defineres i henhold til diagnosekoderne i sks-browseren, www. medinfo.dk. Variablen benyttes ikke. I stedet benyttes c_dia1-19.",variable description,"Diagnoses 1-19 for the first run of the outpatient grouping. That is, the grouping on the basis of diagnoses from LPR and not CSC (Sundhedsdatabanken). Derived from the LPR table t_diag. Defined according to the diagnosis codes in the sks browser , www.medinfo.dk. The variable is not used. Instead, c_dia1-19 is used. "
372,variablebeskrivelse,"Distriktskode for optageområde, eksempelvis socialdistrikter i store bykommuner.",variable description,"District code for catchment area, for example social districts in large urban municipalities. "
373,variablebeskrivelse,Dødsdato fra CPR-registeret i tilfælde af at personen er afgået ved døden.,variable description,Date of death from the CPR register in the event that the person has passed away. 
374,variablebeskrivelse,Dødsdato jf. CPR-registret,variable description,Date of death cf. CPR register 
375,variablebeskrivelse,Dødskommune,variable description,Death municipality use the variable c_drg. 
376,variablebeskrivelse,"DRG for det DRG-sygehusforløb, som kontakten indgår i (før afregningsregler)",variable description,DRG for the DRG hospital course in which the contact is included (before settlement rules) 
377,variablebeskrivelse,DRG-gruppe inkl. afregningsregler,variable description,DRG group incl. settlement rules 
378,variablebeskrivelse,DRG-gruppen fra første gennemløb af den ambulante gruppering. Det vil sige grupperingen på baggrund af diagnoser fra LPR og ikke CSC (Sundhedsdatabanken). Stammer fra grupperingsnøglen. Variablen benyttes ikke. Benyt i stedet variablen c_drg.,variable description,the DRG group from the first run of the outpatient grouping. That is the grouping on the basis of diagnoses from LPR and not CSC (Health Data Bank). Derived from the grouping key. The variable is not used. Instead use the variable c_drg. 
379,variablebeskrivelse,"DRG-sygehusforløbets DRG, inklusiv afregningsregler.",variable description,"DRG hospital course DRG, including settlement rules. "
380,variablebeskrivelse,DRG-vægt.Kommer fra takstberegningen og er for stationære taksten divideret med kroneværdien. Gråzoner er beregnet for stationære.,variable description,DRG weight. Comes from the tariff calculation and is for stationary tariff divided by the krone value. Gray zones are intended for stationary. 
381,variablebeskrivelse,"Dummy for opfyldelse af reglen om at gruppere til 70UA02. Er kun sat til 1, hvis den tilsvarende dummy er sat til 1 for alle kontakter i forløbet.",variable description,Dummy for fulfilling the rule of grouping to 70UA02. Is only set to 1 if the corresponding dummy is set to 1 for all contacts in the course. 
382,variablebeskrivelse,"Dummy for opfyldelse af reglen om at gruppere til 70UA03. Er kun sat til 1, hvis den tilsvarende dummy er sat til 1 for alle kontakter i forløbet.",variable description,Dummy for fulfilling the rule of grouping to 70UA03. Is only set to 1 if the corresponding dummy is set to 1 for all contacts in the course. 
383,variablebeskrivelse,"Dummy for opfyldelse af reglen om at gruppere til 90UA01 - Flere besøg . Er kun sat til 1, hvis den tilsvarende dummy er sat til 1 for alle kontakter i forløbet.",variable description,Dummy for fulfilling the rule of grouping to 90UA01 - Multiple visits. Is only set to 1 if the corresponding dummy is set to 1 for all contacts in the course. 
384,variablebeskrivelse,"Dummy for opfyldelse af reglen om at gruppere til 90UA03 - Pakkeforløb . Er kun sat til 1, hvis den tilsvarende dummy er sat til 1 for alle kontakter i forløbet.",variable description,Dummy for fulfilling the rule of grouping to 90UA03 - Package sequence. Is only set to 1 if the corresponding dummy is set to 1 for all contacts in the sequence. 
385,variablebeskrivelse,"Dummy for opfyldelse af reglen om at gruppere til 90UA04 - Ikke takstbærende speciale . Er kun sat til 1, hvis den tilsvarende dummy er sat til 1 for alle kontakter i forløbet.",variable description,Dummy for fulfilling the rule of grouping to 90UA04 - Non-tax-bearing thesis. Is only set to 1 if the corresponding dummy is set to 1 for all contacts in the course. 
386,variablebeskrivelse,"En indikator for, om proceduren har en tillægskode.",variable description,An indicator of whether the procedure has an additional code. 
387,variablebeskrivelse,Et oprindelige amtsnummer fra LPR. Variablen benyttes ikke til afregning. I stedet benyttes C_AMT. Kun for takstsystem 2005 og 2006,variable description,An original county number from LPR. The variable is not used for settlement. C_AMT is used instead. Only for tariff system 2005 and 2006 
388,variablebeskrivelse,Fødesystemet er kilden til observationen. Der skelnes mellem LPR og MiniPAS,variable description,The feeding system is the source of the observation. A distinction is made between LPR and MiniPAS 
389,variablebeskrivelse,"For patienter, der har fået tildelt et dansk CPR-nummer, anvendes dette som personnummer, uanset om patienten har fast bopæl i udlandet.Hvis det danske CPR-nummer ikke foreligger ved undersøgelsen, kan der benyttes et midlertidigt erstatningsnummer, som udskiftes med CPR-nummeret, når dette foreligger.For patienter, som ikke har noget dansk CPR-nummer, benyttes et erstatningsnummer, hvor: - de første 6 cifre angiver fødselsdag, -måned og -år, - 7. ciffer er 0 for patienter født i år 1900-1999, 5 for patienter født før år 1900 og 6 for patienter født efter år 1999, - 8. og 9. position udfyldes med bogstaver efter Sundheds-styrelsens eller evt. afdelingens retningslinjer, og - 10. ciffer er ulige for mænd og lige for kvinderUnder materialetypen Teknik, benyttes et erstatnings-CPR-nummer på formen xxmmåå-5nn9, hvor xx=erstatningsdato med følgende forslag til anvendelse af materialetypeværdierne 51-55, se databeskrivelse under materialetype for rekvisition:værdi 51: 01-07værdi 52: 08-14værdi 53: 15-20værdi 54: 21-24værdi 55: 25-28mm=aktuelle måned, åå=aktuelle år og nn=initialer på læge, bioanalytiker eller anden ansvarlig for oprettelse af nummeret.Obduktioner på dødfødte og levendefødte børn Oprettes på barnets CPR-nummer for alle børn med dødsattest, dvs. alle, der har vist livstegn efter fødslen uanset gestationsalder, samt alle dødfødte og levendefødte børn med gestationsalder på 22 fulde uger og derover (22+0 og større).Ved flerfoldsgraviditet oprettes særskilte rekvisitioner for hvert barn med dødsattest.Medfølgende placenta kan medtages på samme rekvisition eller tildeles selvstændigt rekvisitionsnummer afhængigt af lokale forhold.Fostre (uden dødsattest) oprettes på moderens personnummer. Vedr. fostre, se også under Moderens personnummer ",variable description,"For patients who have been assigned a Danish CPR number, this is used as a personal identity number, regardless of whether the patient has a permanent residence abroad. If the Danish CPR number is not available at the examination, a temporary replacement number can be used. which is replaced by the CPR number when this is available. For patients who do not have a Danish CPR number, a replacement number is used, where: - the first 6 digits indicate the birthday, month and year, - the 7th digit is 0 for patients born in the years 1900-1999, 5 for patients born before the year 1900 and 6 for patients born after the year 1999, - 8th and 9th position are filled in with letters according to the guidelines of the National Board of Health or possibly the department, and - 10th digit is unequal for men and equal for womenUnder the material type Technique, a replacement CPR number of the form xxmmåå-5nn9 is used, where xx = replacement date with the following suggestions for using the material type values ​​51-55, see data description under material type for requisition: value 51 : 01-07value 52: 08-14value 53: 15-20value 54: 21-24value 55: 25-28mm = current month, yy = current year and nn = initials of doctor, bioanalyst or other person responsible for creating the number. stillborn and live-born children Created on the child's CPR number for all children with a death certificate, ie. all who have shown signs of life after birth regardless of gestational age, as well as all stillborn and live-born children with gestational age of 22 full weeks and over (22 + 0 and larger). In multiple pregnancies, separate requisitions are created for each child with death certificate. Accompanying placenta can be included on the same requisition or assigned an independent requisition number depending on local conditions. Fetuses (without death certificate) are created on the mother's social security number. relating to. fetuses, see also under Mother's social security number "
390,variablebeskrivelse,"Forløbsnummer. Hvis to eller flere kontakter har samme værdi af variablen, danner de tilsammen et forløb og har samme forløbsnummer. Forløbsnummeret er unikt for hver gruppering, hvilket betyder, at forløbsnummeret ikke kan sammenlignes på tværs af grupperede data.",variable description,"Sequence number. If two or more contacts have the same value of the variable, they together form a sequence and have the same sequence number. The sequence number is unique for each grouping, which means that the sequence number cannot be compared across grouped data. "
391,variablebeskrivelse,Fortløbende nummer. Arbejdsvariabel,variable description,Sequential number. Work variable 
392,variablebeskrivelse,Fremmednøgle til DRG-kontakttabellen,variable description,Foreign key to the DRG contact table use the variable c_recover 
393,variablebeskrivelse,Fremmednøgle til DRG-sygehusforløbstabellen,variable description,Foreign key to the DRG hospital progress table 
394,variablebeskrivelse,Gammel amtsbetegnelse fra CPR-registret. Bygger på de gamle kommuner ligeledes fra CPR-registeret,variable description,Old county designation from the CPR register. Based on the old municipalities also from the CPR register 
395,variablebeskrivelse,Genoptræningsgruppen fra første gennemløb af den ambulante gruppering. Det vil sige grupperingen påbaggrund af diagnoser fra LPR og ikke CSC (Sundhedsdatabanken).Variablen benyttes ikke. Benyt i stedet variablen c_genopgr.,variable description,The rehabilitation group from the first run of the outpatient grouping. That is the grouping on the basis of diagnoses from LPR and not CSC (Health Data Bank). The variable is not used. Instead use the variable c_recover 
396,variablebeskrivelse,"Glas alm. størrelse med traditionelle rutine- og specialfarvningerRegistreringen dækker traditionelle rutine og specialfarvninger. Følgende dækkes ikke her, men i andre registreringer: Immun- og ISH-farvninger, ufarvede glas, glas til peroperativt svar, grid til EM, rør til PCR og flowcytometri samt glas til kromosomanalyseDefinition:Antal glas i almindelig størrelse op til 3x8 cm fremstillet med henblik på rutine/specialfarvningerBeregning af produktion: Hvert glas i almindelig størrelse tildeles en pointsats afhængig af materialetype således, at det afspejler, hvilke faggrupper, der er involveret i arbejdet med fremstilling og diagnostik af præparatglasset.Der tildeles således forskellig pointsats til glas rutine-/specialfarvet for histologi (simpel og kompleks), konsultations¬/revisionsglas (kun læger), knoglemarvsglas, finnålsaspirater, cervixcytologi, urin, anden cytologi og obduktion.Pointsatsen dækker alt arbejde med fremstilling og diagnostik af præparatglas: Skæring af histologiske paraffinblokke inkl. trin/ serieskæring, præparering af ikke-histologisk materiale fx centrifugering, farvning, oplægning og mikroskopi",variable description,"Glass normal size with traditional routine and special dyes. The registration covers traditional routine and special dyes. The following is not covered here, but in other registrations: Immune and ISH dyes, unstained glasses, glasses for peroperative response, grid for EM, tubes for PCR and flow cytometry as well as glass for chromosome analysisDefinition: Number of glasses of normal size up to 3x8 cm manufactured for routine / special stainingCalculation of production: Each glass of regular size is awarded a point rate depending on material type so that it reflects which professional groups is involved in the work of manufacturing and diagnostics of the slide. Thus, different scores are assigned to glass routine / special colored for histology (simple and complex), consultation / revision glass (doctors only), bone marrow glass, fine needle aspirates, cervical cytology, urine, other cytology and autopsy. The score covers all work with the manufacture and diagnosis of preparations tglas: Cutting of histological paraffin blocks incl. step / series cutting, preparation of non-histological material eg centrifugation, staining, laying and microscopy "
397,variablebeskrivelse,"Glas kromosomanalyseDefinition: Antal glas fremstillet med henblik på kromosomanalyseBeregning af produktion: Hvert glas fremstillet i forbindelse med kromosomanalyse tildeles en pointsats. Pointsatsen dækker alt arbejde med modtagelse, præparering af materiale, farvning, analyse, udfærdigelse af svar og godkendelse af svar.",variable description,"Glass chromosome analysisDefinition: Number of glasses produced for chromosome analysisCalculation of production: Each glass produced in connection with chromosome analysis is awarded a score. The score covers all work with receipt, preparation of material, staining, analysis, preparation of answers and approval of reply."
398,variablebeskrivelse,"Glas makrostørrelse med traditionelle rutine- og specialfarvninger.Ekskluderer immun-/ISH-farvninger.Definition: Antal glas større end 3x8 cm fremstillet med henblik på rutine-/specialfarvning.Beregning af produktion: Hvert glas større end 3x8 cm tildeles en pointsats, der gælder for kompleks histologi.Pointsatsen dækker alt arbejde med fremstilling og diagnostik af præparatglas i makrostørrelse inkl. skæring af histologiske paraffinblokke, farvning, oplægning og mikroskopi.",variable description,"Glass macro size with traditional routine and special staining. Excludes immune / ISH staining. Definition: Number of glasses larger than 3x8 cm made for routine / special staining. Production calculation: Each glass larger than 3x8 cm is assigned a point rate that applies to complex histology. The point rate covers all work with the manufacture and diagnosis of macros in macros, including cutting of histological paraffin blocks, staining, laying and microscopy. "
399,variablebeskrivelse,"Glas med immunfarvninger, ikke TMA blokDefinition: Antal glas fremstillet og farvet med henblik på immunfarvning fra cytologisk materiale eller skåret fra andre end TMA blokkeBeregning af produktion: Hvert glas fremstillet og farvet i forbindelse med immunfarvning tildeles en pointsats.Pointsatsen er per analyse og dækker alt arbejde med skæring af blok, farvning og mikroskopi, også immunfarvning som del af frysesnitprocedurer",variable description,"Glass with immunostaining, not TMA blockDefinition: Number of glasses made and stained for immunostaining from cytological material or cut from other than TMA blocksCalculation of production: Each glass made and stained in connection with immunostaining is awarded a score. per analysis and covers all work with block cutting, staining and microscopy, including immunostaining as part of freeze-cutting procedures "
400,variablebeskrivelse,"Glas med immunfarvninger, TMA blokDefinition: Antal glas fremstillet med henblik på immunfarvning skåret fra TMA blokBeregning af produktion: Hvert glas fremstillet fra TMA blok i forbindelse med immunfarvning tildeles en pointsats.Pointsatsen er per analyse og dækker alt arbejde med skæring af blok, farvning og mikroskopi, også immunfarvning som del af frysesnitprocedurer",variable description,"Glass with immunostaining, TMA blockDefinition: Number of glasses made for immunostaining cut from TMA blockCalculation of production: Each glass made from TMA block in connection with immunostaining is awarded a score. The score is per analysis and covers all work with cutting of block, staining and microscopy, including immunostaining as part of freezing section procedures "
401,variablebeskrivelse,"Glas til peroperativt svar (fx frysesnit/EBUS), andre end immunfarvninger.Det kan dreje sig om snit fra fryseblok eller finnålsaspirater fx EBUS.Definition: Antal glas farvet i forbindelse med afgivelse af svar peroperativt andre end immunfarvninger.Beregning af produktion: Pointsatsen dækker alt arbejde med skæring og farvning af snit fra fryseblok eller finnålsaspirat, diagnostik og besvarelse.",variable description,"Glass for peroperative response (eg freezing incision / EBUS), other than immunostaining. This may be an incision from a freezing block or fine needle aspirates eg EBUS. Definition: Number of glasses stained in connection with giving response peroperatively other than immunostaining. of production: The point rate covers all work with cutting and staining of sections from freezer block or fine needle aspirate, diagnostics and answering. "
402,variablebeskrivelse,"Glas ufarvedeDefinition: Antal glas der forbliver ufarvedeBeregning af produktion: Hvert glas, der forbliver ufarvede.Pointsættes for bioanalytikere",variable description,Glass uncolouredDefinition: Number of glasses that remain uncoloredCalculation of production: Each glass that remains uncolored.Pointed for bioanalysts 
403,variablebeskrivelse,"Glas/rør med ISH, CISH, FISH med tælling, ikke TMA blokDefinition: Antal kit med prober med henblik på in situ hybridisering med tælling der ikke er fremstillet fra en TMA blokBeregning af produktion: Hvert kit i glas/rør fremstillet i forbindelse med ISH analyse med tælling tildeles en pointsats.Pointsatsen er per analyse og dækker alt arbejde med skæring af materiale, hybridisering med probe, tælling, udfærdigelse af svar og godkendelse af svar",variable description,"Glass / tube with ISH, CISH, FISH with count, not TMA blockDefinition: Number of kits with probes for in situ hybridization with count not made from a TMA blockCalculation of production: Each kit in glass / tube produced in connection with ISH analysis with counting is awarded a point rate. The point rate is per analysis and covers all work with material cutting, hybridization with probe, counting, preparation of answers and approval of answers "
404,variablebeskrivelse,"Glas/rør med ISH, CISH, FISH med tælling, TMA blokDefinition: Antal kit med prober med henblik på in situ hybridisering med tælling der er fremstillet fra en TMA blok.Beregning af produktion: Hvert kit i glas/rør fremstillet i forbindelse med ISH analyse med tælling tildeles en pointsats.Pointsatsen er per analyse og dækker alt arbejde med skæring af materiale, hybridisering med probe, tælling, udfærdigelse af svar og godkendelse af svar",variable description,"Glass / tube with ISH, CISH, FISH with count, TMA blockDefinition: Number of kits with probes for in situ hybridization with count made from a TMA block.Calculation of production: Each kit in glass / tube produced in connection with ISH analysis with counting is awarded a point rate. The point rate is per analysis and covers all work with material cutting, hybridization with probe, counting, preparation of answers and approval of answers "
